cluster,song_artist
12,We Are Waves by Beat!Beat!Beat!
6,Secret Plans by Furniteur
18,I’ll Be with You by Cheese People
17,Uaaa - Eriq Johnson Remix by Cheese People
17,Uaaa - Eriq Johnson Remix by Eriq Johnson
16,Came Back Haunted by Nine Inch Nails
0,Marble by The Toxic Avenger
19,When I Grow Up by Fever Ray
18,Fool's Paradise by The Sonic Boom Foundation
1,I Found Out by The Pigeon Detectives
3,The City by Patrick Wolf
10,House Jam by Gang Gang Dance
1,Rule Number One by Sleigh Bells
2,Beautiful Criminal - Aquilo Remix by The Big Pink
2,Beautiful Criminal - Aquilo Remix by Aquilo
0,A Long Goodbye by Peter Bjorn and John
19,Revolt by Boys Noize
1,I Belong in Your Arms by Chairlift
6,Whirling Eye by The Kills
12,Between The Lines by Peter Bjorn and John
16,Money To Burn by Ladyhawke
16,It's So Dark by Spring King
19,Simply Dead by Digitalism
16,Stay Blue by Thieves Like Us
16,Lonely By Your Side by Zoot Woman
4,Oh.. (Call Me Back) by NZCA LINES
1,Vyvanse by Grounders
5,Lovesick Teenagers by Bear In Heaven
15,runaways by Mirror Kisses
8,Flowerhead by Air
0,Was That a Sign by Nite Jewel
1,Feel You by Twin Wave
6,The Young Machines by Her Space Holiday
19,So High by Males
5,Collapsing Outside Your Doorstep by Air France
16,Cliché by Hey Champ
17,Be Brave by Tropic of Cancer
15,Oh Yeah! by Reset!
15,We Are Your Friends (Reprise) by Justice
3,You Don’t Get Me High Anymore by Phantogram
10,24 Hours - The Aston Shuffle A-bomb Remix by Terry Poison
6,Serotonin Rushes by Fujiya & Miyagi
0,Either Way by Trouble Andrew
17,7 Ways To Jack by Hercules
18,Mr Tembo by Damon Albarn
5,Whistleblower by Bonaparte
6,Signs of Life - Remix by Every Move A Picture
15,Ch-Ching (feat. D.R.A.M. & Jimi Tents) - Redux by Chairlift
15,Ch-Ching (feat. D.R.A.M. & Jimi Tents) - Redux by DRAM
15,Ch-Ching (feat. D.R.A.M. & Jimi Tents) - Redux by Jimi Tents
1,Follow by Crystal Fighters
12,Heart It Races by Architecture In Helsinki
13,Night Owl by Metronomy
16,It's Your Call by Peter Bjorn and John
16,Face to Face by Little Boots
18,Epic by Delorean
6,Over the Weekend by Nite Jewel
16,We Try by The Pass
10,Summer's Almost Gone by The Temper Trap
6,Bookshop Casanova by The Clientele
17,La Luna by Little Jesus
18,Anna by Will Butler
12,Numero Uno by The Rifles
18,Colours by The Avalanches
10,Keep Your Eyes Ahead by The Helio Sequence
16,Never Die Again by The Rapture
17,Are You Trending? by Vessels
1,Jenny Loves Jenae by BRONCHO
0,Dreamland by Johnny Lloyd
1,C-C (You Set The Fire In Me) by Tom Vek
5,Humanise by Le Galaxie
19,You Better by Grenda
5,Una Naranja by Diosque
19,Anxiety by Preoccupations
4,Humdrum by DBFC
5,Some Velvet Morning by Primal Scream
5,Some Velvet Morning by Kate Moss
6,Life’s Dancers by The Invisible
17,Zenith by Kasper Bjørke
17,Zenith by Null+Void
3,Sexy Results - MSTRKRFT Edition by Death From Above 1979
3,San Narciso by Faded Paper Figures
10,Boxer by Lovers
5,Friend Crush by Friends
19,Me And You by Gateway Drugs
5,Savage by Hacienda
19,Sulk by TR/ST
6,Somebody Who by Au Revoir Simone
1,You Should Be Glad You've Got a Man by The Family Rain
3,Poisonous Emblem by The KBC
16,When Mercury Hits the Red by Revl9n
5,Show Me the Way (Audiotree Live Version) by Penguin Prison
7,Sometimes It's Easy by Plastic Operator
15,Sun of a Gun by Oh Land
0,Figures by Delorean
3,Born In The EU - Demo by Spector
17,La fête sauvage by Todd Terje & The Olsens
17,Rays by Kasper Bjørke
10,Jist by Boxed In
3,"Darling, It's Alright by Francis and the Lights"
1,Human Remains by Drowners
5,Without You by Rainbow Arabia
17,Sunshine (Original Mix) by John Talabot
6,American Sunset by Ben Browning
16,We Should Go by The Pass
17,Film Noir by Vitalic
6,Freakin' Time by In Flagranti
3,All The King's Men by Wild Beasts
16,Providence by The Temper Trap
6,Palo Santo by Teen Daze
6,The Haste by Casa del Mirto
17,Miles & Miles by YACHT
1,Telephone by Most People
18,Fuzz by Computer Magic
6,Stinky Wig by Siriusmo
4,Years To Build by Weval
1,Take It Out on Me by White Lies
10,Peccavi by Puro Instinct
6,Confetti by Cold Cave
3,You're Not the One - V.I.P. Trap Dub by Kissy Sell Out
3,You're Not the One - V.I.P. Trap Dub by Queen of Hearts
15,Toop Toop by Cassius
3,Homicide by Prairie Cartel
17,Lose Control - Fred Falke Remix by Kish Mauve
3,Miracle by Supersystem
12,Are We Ready? (Wreck) by Two Door Cinema Club
5,Pulling Levers by Hot Hot Heat
13,The Church by Patience
17,Slow Down by Du Tonc
11,A Good Man Is Hard to Find by Johnny Foreigner
10,Throw It on the Fire by Bogan Via
19,7: 41 by Still Parade
1,Rare Boots by LIFE
12,Dans Un Autre Reve by Brett
13,The Equalizer by Junior Boys
3,Lux by MIDI Lidi
13,Beautiful Object by Glass Candy
6,Only Human by Delphic
10,Closer by Delorean
10,Lost Boys by Still Corners
19,Inside the Sun by Loose Meat
6,After Dark by Night Drive
5,Good Girl Freak out (feat. Future People) by Double Duchess
5,Good Girl Freak out (feat. Future People) by Future People
5,Relationships by Friendly Fires
15,Better Than Me by Blood Orange
19,Goth Star by Pictureplane
17,Demon Dance by Julian Winding
19,Morning Guitar by Flap Jack
11,Niña Bien by Little Jesus
3,Hondo by Beta Frontiers
6,Firecracker by Todd Terje & The Olsens
5,I Ain't Saying My Goodbyes by Tom Vek
4,Brotherhood by Cassius
5,Every Little Thing - feat. Irfane and Teki Latex by Para One
3,Heaven by Spring King
1,Higher by The Naked And Famous
16,Never Let Me Down Again by The Penelopes
0,My Only Chance by The Toxic Avenger
0,Fineshrine by Purity Ring
12,Big Cat by Wild Beasts
18,Subways by The Avalanches
6,Fokionos Negri Street by Keep Shelly In Athens
5,Magnitude by Hot Hot Heat
12,Disk Go by Teeel
5,City by Lo-Fi-Fnk
19,Simpatico by NAVVI
6,Big Love by CFCF
18,Warm & Easy by The 2 Bears
1,Serve the People by Handsome Furs
2,Love's Not an Obstacle by Metronomy
19,Concrete by Crystal Castles
7,Thoughts Wasted by Róisín Murphy
13,Push by Delorean
11,Walk Through The Fire by Races
6,I Will Come Back by Holy Ghost!
18,Live A Lifetime Love by The Avalanches
0,Destination Breakdown - Alex Gopher Rework by Digitalism
6,Fiendin' by Allen French
4,Hands Up by Blood Orange
16,"Lights, Camera, Action by Dena"
10,Edward The Confessor by Breton
1,Family by The Cast Of Cheers
0,Six of Swords by Puro Instinct
15,Up! by The Black and White Years
12,Aroused by Tom Vek
19,Dancing Anymore by IS TROPICAL
5,Be The One by Jack Peñate
6,Sambal by Aeroplane
6,Sambal by Purple Disco Machine
16,Go Off by M.I.A.
5,L.E.S. Artistes by Santigold
6,Saturday Night Inside Out by The Avalanches
10,The Fall by Body Language
11,Comet by L I M
16,Forget by Home Video
19,Celestial Creatures by Wild Beasts
4,Am I Normal by Coco Morier
17,Heaven Scent - Deeweedub by Soulwax
17,Heaven Scent - Deeweedub by Chloe Sevigny
16,Runaway by MSTRKRFT
12,Speedway Sonora by Banks & Steelz
19,Undevastator by Johnny Foreigner
17,Cowboys or Indians by UNKLE
17,Cowboys or Indians by Ysée
17,Cowboys or Indians by Mink
17,Cowboys or Indians by Elliott Power
0,Sugar by PAWWS
19,Degraded - Edit by Preoccupations
6,Sunlight by The One AM Radio
4,I Will Talk To You by Toro y Moi
1,Hyper Dark by Sleigh Bells
7,Standard (Jim Eno Sessions) by Empress Of
19,Sunrising by Tahiti 80
3,Weekend by Class Actress
13,In Ruins by Fol Chen
5,Complexity Reducer by Delorean
1,By The Numbers by Jamaica
3,UNITEDÂ by Revl9n
5,I Think I Like It by Fake Blood
13,Digital Witness by St. Vincent
12,Alright by Pony Pony Run Run
15,Pistols & Hearts - The Bloody Beetroots Remix by Captain Phoenix
5,Disco//very by Warpaint
5,Drive Your Car - Hot Chip Remix by Grovesnor
18,Exclusive by Popular Damage
5,If You Know by Barton Fink
10,Junior - Bitchee Bitchee Ya Ya Remix by Poney Poney
5,At the Party by Baddies
13,I Am the Sound by My Tiger My Timing
19,Cruel by St. Vincent
0,Safe and Sound by Justice
12,Hey You by Pony Pony Run Run
0,Pharma Karma by Sam Sparro
18,Time to Dance by The Shoes
18,Time to Dance by ANTHONIN TERNANT
10,Because I’m Me by The Avalanches
3,Stop by Pony Pony Run Run
6,Death in the Gulf Stream by MSTRKRFT
17,Soft Attack - Original Mix by Simian Mobile Disco
2,Iron Lung by Black Marble
19,Dreamin' by Pillar Point
6,Step Up by WHITE
3,Let's Write a Book by Field Music
3,Born Again by DIANA
1,Ready For The Magic by Honeyblood
1,320 Papaloy! by Sentidos Apuestos
19,Away by Hawaiian Gremlins
13,Bits and Pieces by Junior Boys
3,The Dive by Fool's Gold
10,Jungle Birds by Flamingods
4,Tough Guy by Wild Beasts
5,Started a War by Gemini Club
10,Don't Look Down by Holy Ghost!
4,Hologram by YACHT
10,Wan Thang by Tahiti 80
6,Drugs In My Body by Thieves Like Us
16,Face Down In The Gutter Of Your Love by Dent May
6,Lights On by IS TROPICAL
19,Patins by CSS
19,Lose Myself by Psychic Twin
0,Acid Rain by Lorn
3,Gangs in the Garden by Black Moth Super Rainbow
18,Sex on the Beach by Dempsey
4,None of It Real by Ships
0,Love Is a Number by White Rose Movement
16,Let Go by The Japanese Popstars
5,Ready for the Floor by Lissy Trullie
5,Snowflake by Malachai
18,Into The Future by Bunny Lake
12,She Loves Everybody by Chester French
4,A's Not For Quebec by Sexual Earthquake In Kobe
5,My Dunks by The Clik Clik
3,Turn Me On by Bromheads Jacket
12,I Wasn't Made For Fighting by Woodhands
10,O B 1 by Jagwar Ma
16,Take It with a Kiss by The Pistolas
6,Wet 'n' Wild - Original Version by K.I.M.
3,Hold Me Down - Shoes Remix by Primary 1
12,New Song by Warpaint
5,Under the Sun - Hervé's Ain't No Sunshine Mix by Kidda
17,We are all Prostitutes (Crookers Rmx) by Adam Sky
17,We are all Prostitutes (Crookers Rmx) by Mark Stewart
18,Real Good by Tiny Masters Of Today
12,I Don't Want to Fall in Love With You by Kid Carpet
3,Saga Boy by Chow Chow
12,Do It Again by The Fire and Reason
9,Find Me a Place by Jupiter One
0,You Will See Me by Dan Le Sac vs Scroobius Pip
6,My secret romance by College
6,Vagabond by Greenskeepers
3,Come Save Me by Jagwar Ma
16,Waves by Electric Guest
10,Little Friend by Just Jack
16,Major Tom (Coming Home) by Shiny Toy Guns
10,Make This Right by The Toxic Avenger
18,Berlin feat. Miss Platnum by Modeselektor
18,Berlin feat. Miss Platnum by Miss Platnum
5,Don’t Fuck With My Money by Penguin Prison
11,Get Real by Chairlift
3,Dominos - Galantis Remix by Peter Bjorn and John
3,Dominos - Galantis Remix by Galantis
1,Let's Go Surfing by The Drums
19,Crystalfilm by Little Dragon
10,Strange Mercy by St. Vincent
0,Yet Again by Grizzly Bear
19,Wayfarer by Kavinsky
12,Hands Up by Sam Sparro
1,Warsaw by Moving Units
1,Warsaw by Justin Pearson
0,Circles by Tesla Boy
18,Jerk Me by New Young Pony Club
3,Dry Blood by Parallels
6,And the Sea by Poolside
10,Holiday by First Hate
19,End of the Week by Merchandise
19,Simple Reminder by TOKiMONSTA
17,Ten Miles High - Derrick Carter Dub by Róisín Murphy
19,Cheap Shots by Holy Ghost!
15,The Plug Won't by Mykki Blanco
16,C.Y.O.A! by Heartsrevolution
16,Telling Lies by Grafton Primary
16,Slow Learner by Telepathe
5,Get High With Me by Smileyface
5,Get High With Me by Washed Out
10,UNTLD by Teen Flirt
6,Regulator by Loose Meat
6,Regulator by Cibelle
19,Dead Lazers by Kap Bambino
5,All I Want by Gemini Club
10,Wild Things by Ladyhawke
17,Ooey by Vitalic
5,Drop FM by A. G. Cook
5,Drop FM by Hannah Diamond
12,Turn Me On by Dinner
17,I Travel To You - Original by Bepu N'Gali
0,Strange Attraction by DIANA
17,Guap by Yaeji
1,Anything You Want by Frankmusik
11,Driving in Nails by Archive
15,Dance In Dark by Proxy
0,One Good Thing - Opening by DJDS
5,Moments Of Excellence feat. Holy Ghost! - Holy Ghost! Version by Black Van
12,Candy Castle by Glass Candy
17,You Just Want by King Creosote
8,Come Near Me by Massive Attack
8,Come Near Me by Ghostpoet
1,2007 by YOU LOVE HER
6,Fire by Tristesse Contemporaine
10,You're the Reason Why I'm Afraid To Die by Eagle Seagull
12,You're the Good Things (It's Alright to Die) by Modest Mouse
13,Spring / Sun / Winter / Dread - Jim Eno Sessions by Everything Everything
2,Black Monday (Demo) by The Golden Filter
18,Harvest Moon by Poolside
1,Time Won't Let Me Go by The Bravery
17,Delorean Dynamite by Todd Terje
6,Inspector Norse by Todd Terje
6,Next to You by Poolside
17,Crime Cutz by Holy Ghost!
15,Char by Crystal Castles
4,American Daydream by Electric Guest
3,Skylab1979 by The Faint
17,Collect Those Ends by Jensen Interceptor
6,Death by Disco by TOKiMONSTA
17,"Another Time, Another Place by Arnaud Rebotini"
13,Music in my mind by Lindstrøm & Christabelle
16,Discotirso by Knightlife
19,Beat And The Pulse by Austra
6,Happiness is such a mess by Introverted Dancefloor
13,Ponytail by Wild Beasts
18,Morning of the Hunt by MSTRKRFT
18,Now Stop by IS TROPICAL
17,Remember In Reverse - Original Mix by Simian Mobile Disco
0,Say That by Toro y Moi
18,For The Record by Beat Connection
3,If You Return by Maximum Balloon Feat. Ambrosia Parsley
3,If You Return by Little Dragon
1,Kick by White Rose Movement
3,Stereotype by Holy Ghost!
1,Tragedies of a Love Song by GATC
6,Never Enough by Fantastic Fantastic
6,Woods by Black Marble
4,Boy by Arthur Wimble
2,Forever by Emika
17,Singin' by Cosmonaut Grechko
17,Singin' by Joywave
16,Ends Of The Earth by Hot Chip
11,No Reptiles - Jim Eno Sessions by Everything Everything
0,Never Had the Time by WhoMadeWho
19,Daisy Chain by Loose Meat
19,Daisy Chain by Cibelle
3,Life After Sundown by Glass Candy
10,Dead Living Things by Jackson And His Computer Band
12,In the City by The Swiss
4,Beyond Paradise by Hypnolove
4,Beyond Paradise by Piper Kaplan
1,Something Better by Beat Club
19,Bored Of Each Other by Friendly Fires
3,Carpe Jugular by The Hidden Cameras
19,Something's Gonna Happen by The Sunshine Underground
3,Make Me Fall In Love - Benny Benassi Remix Edit by Tiga
3,Make Me Fall In Love - Benny Benassi Remix Edit by Benny Benassi
3,Clap Clap Sound by The Klaxons
1,Let's Lightning by Pull Tiger Tail
13,I Love U All by Niyi
19,My Ways by MAY68
10,2020 by SUUNS
5,Lonely Telephone by Just Jack
0,Stop - We are I.V Remix by Pony Pony Run Run
18,Grown Up Calls by Toro y Moi
8,Cheerleader by St. Vincent
0,Don't Come Close by Yeasayer
4,Eat Your Heart Out Adonis by Wild Beasts
16,trashed exes by of Montreal
16,The Girl With Better Clothes by Crooked Man
9,Postcards (feat. Sam Island) by Equal
9,Postcards (feat. Sam Island) by Sam Island
12,Raveshadow by Brasstronaut
17,The Subtle Frenzy by Lonely Boy
6,Gemini by Hoops
10,Kicks by Funeral Suits
18,One Hand Holding by The Maccabees
2,True Value by The Range
5,Hush by Casa del Mirto
1,Fleece by Crystal Castles
11,Sin Revine by GLASS CANDY
3,Deborah Carne by White Rose Movement
5,California Dreams Never Called by The Derevolutions
0,Say My Name by Tesla Boy
1,A New Reality - Radio Edit by Klaxons
0,"Time Travel, Vol. 1 by Gigamesh"
18,I Like You / I Lied To You by Dena
17,Fall Together - Johnson Somerset by The Temper Trap
17,Fall Together - Johnson Somerset by Johnson Somerset
6,Cavalo by Noporn
3,End of the Day by All Tvvins
16,Mind How You Go by Tijuana Panthers
9,Dancing in the Dark by Wet Baes
5,Young Girl by Midnight Generation
10,Kilometer by Easter
1,Breaking My Phone by Oscar Scheller
1,Breaking My Phone by girli
0,Voyage amoureux by Le Couleur
13,Casualty by Pional
3,All Night by Crystal Fighters
5,I Liked You Better When You Needed Me by WHITE
1,Boys X Girls by YOU LOVE HER
10,Give Me a Reason (Radio Edit) by Jagwar Ma
16,Off Shore The World by Sexual Earthquake In Kobe
19,An Honest Mistake by The Bravery
13,Tremel (Jamie xx Remix) by Glasser
19,Apply by Glasser
17,Utopia by Digitalism
3,Heart by Roosevelt
19,Down with Heaven and Hell by Still Corners
2,DizZzy by Zach Schimpf
1,Face In The Moon by Springtime Carnivore
3,Tattoo Of The King by Slow Club
16,Leaving Home by GATC
13,Pick Your Shots Clean - Original Mix by Pedestrian
1,Book by All Tvvins
10,Days by Creep
10,Days by Romy Madley Croft
11,Their Kindness Is Charade by Crystal Castles
17,Give Me a Reason by Jagwar Ma
3,Touchtone by Legs
5,Forget - Radio Edit by Boxed In
17,Meet Me At the End by Factory Floor
6,Warlock Mary by TOBACCO
10,Can't Go Back by Bogan Via
10,Natural (feat. Donne) by Germany Germany
10,Natural (feat. Donne) by Donne
4,History by Gigamesh
4,History by Damon Scott
13,In My Game by Pillow Person
3,Off The Map by Simian Mobile Disco
17,Never by Emika
19,Exact Location of the Soul - Original Mix by Thunder Tillman
0,Fire on the Moon by Sailor & I
19,The Magician by Symmetry
3,Begin by Tim Burgess
3,Begin by Peter Gordon
11,The Night by Benjamin Ellis Bernard
10,Techno Clique by Neon Indian
18,Cruel World by Phantogram
18,Waterfalls by Los Porcos
15,T5 by Swet Shop Boys
15,T5 by Riz Ahmed
15,T5 by Heems
10,60/40 (Nico) by Steve Gunn
8,Spare the Ones that Weep by Mark Stoermer
17,Fast Silver by TOY
17,Stay by The Black Madonna
19,Shapeshifting by Color War
6,Bliss by Ducky
10,The 15th by Fischerspooner
5,A Certain Person by Light Asylum
19,Wardenclyffe by S U R V I V E
5,Actor Out of Work by Escort
0,Dicey Street Blues by Barton Fink
0,There Is XXXX (Within My Heart) by You Say Party! We Say Die!
10,Laid Low by The Naked And Famous
16,Bizness by Tune-Yards
6,Baby Fat by Junior Boys
1,Blue Jean Smile (feat. John Gourley) by Cassius
1,Blue Jean Smile (feat. John Gourley) by John Gourley
16,Misery Feat. Freddie Foxxx & Ip by The Lordz
4,Right Time by Raf Rundell
3,Full Court Press by Tickle Torture
3,Full Court Press by Velvet Negroni
17,Freundchen - Original Mix by Tensnake
16,The Running Man by The Wave Pictures
15,Home Invasionaries by TOBACCO
3,Graduation by Kero Kero Bonito
1,Breaking Into Aldi by Fat White Family
17,The Soft Bounce - Daniel Avery Rework by Beyond The Wizards Sleeve
17,The Soft Bounce - Daniel Avery Rework by Daniel Avery
12,Conceal by Banks & Steelz
6,Cruise Control by IS TROPICAL
14,Water Lily by Moa Pillar
1,Signals by Night Games
0,Resistance Alpha by Kap Bambino
2,A Beautiful Mine by RJD2
2,Daytona by Roosevelt
19,Dimensions by Computer Magic
15,Physical 2.0 (feat. Disko Drunkards) by The Glimmers
15,Physical 2.0 (feat. Disko Drunkards) by Disko Drunkards
1,It's Just Us Now by Sleigh Bells
3,Things Like You by New Young Pony Club
14,Relay by Factory Floor
7,So Long by Gigamesh
5,Communion by Maximum Balloon
5,Communion by Karen O
0,Brillianteen by Heartsrevolution
7,Lying Has To Stop - Single Version by Soft Hair
7,Lying Has To Stop - Single Version by LA Priest
7,Lying Has To Stop - Single Version by Connan Mockasin
10,The Return of Norman Knight by Alpha Boy
3,Private Lives by Sam Sparro
7,Happy Ending by Alex Cameron
3,Have a Heart by Cymbals Eat Guitars
10,Candyland - feat. Jónsi by Sin Fang
10,Candyland - feat. Jónsi by Jónsi
3,Snake Bite by Jee Day
5,Shelter - Original Mix by Hercules & Love Affair
6,Magic Window - Original Mix by Kim Ann Foxman
0,Drone Strike by Jamie T
6,Agony & Pain by Get a Room!
